,rank,name,net_worth (in billion $),age,country / territory,source,industry,"('age', 'net_worth (in billion $)')"
1314,1312.0,Xu Shugen,2.3,57.0,China,"Construction, mining machinery",Manufacturing,57.0
1315,1312.0,K. Dinesh,2.3,68.0,India,Software services,Technology,68.0
1316,1312.0,Li Haiyan,2.3,65.0,China,Restaurants,Food & Beverage,65.0
1317,1312.0,Richard Sands,2.3,72.0,United States,Liquor,Food & Beverage,72.0
1318,1312.0,Christoph Zeller,2.3,65.0,Liechtenstein,Dental materials,Healthcare,65.0
1319,1312.0,James Duff,2.3,62.0,United States,"Tires, diversified",Diversified,62.0
1320,1312.0,Hua Li,2.3,45.0,China,Financial services,Finance & Investments,45.0
1321,1312.0,Stephan Schmidheiny,2.3,75.0,Switzerland,Investments,Finance & Investments,75.0
1322,1312.0,Zhang Jingzhang & family,2.3,87.0,China,Precision machinery,Manufacturing,87.0
1323,1312.0,Timothy Boyle,2.3,73.0,United States,Columbia Sportswear,Fashion & Retail,73.0
1324,1312.0,Bom Kim,2.3,44.0,United States,Online retailing,Technology,44.0
1325,1312.0,Augusto Perfetti,2.3,65.0,Italy,Candy,Food & Beverage,65.0
1326,1312.0,Xicheng Wang & family,2.3,74.0,China,Tires,Manufacturing,74.0
1327,1312.0,Sanjit Biswas,2.3,41.0,United States,Sensor systems,Technology,41.0
1328,1312.0,Bruce Karsh,2.3,67.0,United States,Private equity,Finance & Investments,67.0
1329,1312.0,Lirio Parisotto,2.3,69.0,Brazil,Investments,Finance & Investments,69.0
1330,1312.0,Lang Walker,2.3,77.0,Australia,Real estate,Real Estate,77.0
1331,1312.0,John Bicket,2.3,43.0,United States,Sensor systems,Technology,43.0
1332,1312.0,Long Jiang,2.3,49.0,China,Manufacturing,Technology,49.0
1333,1312.0,David Nahmad,2.3,75.0,Monaco,Art collection,Fashion & Retail,75.0
1334,1312.0,Georg von Opel,2.3,56.0,Switzerland,"Real estate, investments",Finance & Investments,56.0
1335,1312.0,Lee Bass,2.3,66.0,United States,"Oil, investments",Energy,66.0
1336,1312.0,Justin Ishbia,2.3,45.0,United States,Private equity,Finance & Investments,45.0
1337,1312.0,David Murdock,2.3,99.0,United States,"Dole, real estate",Food & Beverage,99.0
1338,1312.0,Jayshree Ullal,2.3,62.0,United States,Computer networking,Technology,62.0
1339,1312.0,John Armitage,2.3,63.0,Ireland,Hedge funds,Finance & Investments,63.0
1340,1312.0,Erman Ilicak,2.3,55.0,Turkey,Construction,Construction & Engineering,55.0
1341,1312.0,Vadim Moshkovich,2.3,55.0,Russia,"Agriculture, land",Food & Beverage,55.0
1342,1312.0,T.Y. Tsai,2.3,70.0,Taiwan,Finance,Finance & Investments,70.0
1343,1312.0,Georg Haub,2.3,61.0,Germany,Retail,Fashion & Retail,61.0
1344,1312.0,Mi Enhua,2.3,65.0,China,Retail,Fashion & Retail,65.0
1345,1312.0,Tian Ming,2.3,69.0,China,Measuring instruments,Technology,69.0
1346,1312.0,John Fisher,2.3,61.0,United States,Gap,Fashion & Retail,61.0
1347,1312.0,Clayton Mathile,2.3,82.0,United States,Pet food,Food & Beverage,82.0
1348,1312.0,Tang Yiu,2.3,89.0,Hong Kong,Fashion retail,Fashion & Retail,89.0
1349,1312.0,Daniel Ek,2.3,40.0,Sweden,Spotify,Technology,40.0
1350,1312.0,Kishore Mariwala,2.3,88.0,India,Consumer goods,Food & Beverage,88.0
1351,1312.0,Stefan Soloviev,2.3,47.0,United States,Real estate,Real Estate,47.0
1352,1312.0,Thomas Duff,2.3,66.0,United States,"Tires, diversified",Diversified,66.0
1353,1312.0,Lim Kok Thay,2.3,71.0,Malaysia,Casinos,Gambling & Casinos,71.0
1354,1312.0,Alberto Siccardi & family,2.3,78.0,Switzerland,Medical devices,Healthcare,78.0
1355,1312.0,Chao Teng-hsiung,2.3,78.0,Taiwan,Real estate,Real Estate,78.0
1356,1312.0,Lam Kong,2.3,58.0,China,Pharmaceuticals,Healthcare,58.0
1357,1312.0,Alberto Prada,2.3,69.0,Italy,Luxury goods,Fashion & Retail,69.0
1358,1312.0,Paul-Heinz Wesjohann & family,2.3,79.0,Germany,Chicken processing,Food & Beverage,79.0
1359,1312.0,Morris Chang,2.3,91.0,Taiwan,Semiconductors,Technology,91.0
1360,1312.0,Jianping Lai,2.3,65.0,China,Soy sauce,Food & Beverage,65.0
1361,1312.0,Giorgio Perfetti,2.3,65.0,Italy,Candy,Food & Beverage,65.0
1362,1312.0,Wang Zhenhua,2.3,61.0,China,Real estate,Real Estate,61.0
1363,1312.0,Samuel Chen,2.3,73.0,Taiwan,Investments,Finance & Investments,73.0
1364,1312.0,Stephen Lansdown,2.3,70.0,Guernsey,Financial services,Finance & Investments,70.0
1365,1312.0,Marina Prada,2.3,77.0,Italy,Luxury goods,Fashion & Retail,77.0
1366,1312.0,Xie Bingkun & family,2.3,56.0,China,Pearlescent pigments,Fashion & Retail,56.0
1367,1368.0,Fu Guangming & family,2.2,69.0,China,Poultry,Food & Beverage,69.0
1368,1368.0,Harald Link,2.2,68.0,Thailand,Diversified,Diversified,68.0
1369,1368.0,Thi Phuong Thao Nguyen,2.2,52.0,Vietnam,Airlines,Diversified,52.0
1370,1368.0,Huijiao Yu,2.2,57.0,China,Package delivery,Logistics,57.0
1371,1368.0,Noam Gottesman,2.2,61.0,United States,Hedge funds,Finance & Investments,61.0
1372,1368.0,Max Lytvyn,2.2,43.0,Canada,Software,Technology,43.0
1373,1368.0,Ni Yongpei & family,2.2,71.0,China,Beverages,Food & Beverage,71.0
1374,1368.0,Harley Sy,2.2,63.0,Philippines,Diversified,Diversified,63.0
1375,1368.0,Oren Zeev,2.2,58.0,Israel,Investments,Finance & Investments,58.0
1376,1368.0,Jeffrey Gundlach,2.2,64.0,United States,Investments,Finance & Investments,64.0
1377,1368.0,Igor Makarov,2.2,60.0,Russia,Investments,Energy,60.0
1378,1368.0,Heloise Pratt,2.2,60.0,Australia,"Manufacturing, investment",Manufacturing,60.0
1379,1368.0,Teresita Sy-Coson,2.2,72.0,Philippines,Diversified,Diversified,72.0
1380,1368.0,Clayton Zekelman,2.2,54.0,Canada,Steel,Manufacturing,54.0
1381,1368.0,Chen Xueli,2.2,71.0,China,Pharmaceuticals,Healthcare,71.0
1382,1368.0,Lai Shixian,2.2,48.0,China,Sports apparel,Fashion & Retail,48.0
1383,1368.0,Kavitark Ram Shriram,2.2,66.0,United States,"Venture capital, Google",Technology,66.0
1384,1368.0,David Wertheim,2.2,65.0,Israel,Coca-Cola Israel,Food & Beverage,65.0
1385,1368.0,Chen Jinxia,2.2,55.0,China,Investments,Finance & Investments,55.0
1386,1368.0,Willis Johnson,2.2,75.0,United States,Damaged cars,Automotive,75.0
1387,1368.0,Alex Shevchenko,2.2,43.0,Canada,Software,Technology,43.0
1388,1368.0,Wang Zhenghua,2.2,78.0,China,Budget airline,Service,78.0
1389,1368.0,J. Hyatt Brown,2.2,85.0,United States,Insurance,Finance & Investments,85.0
1390,1368.0,James Jannard,2.2,73.0,United States,Sunglasses,Fashion & Retail,73.0
1391,1368.0,Alice Schwartz,2.2,96.0,United States,Biotech,Healthcare,96.0
1392,1368.0,Wang Wenmo,2.2,66.0,China,Sports apparel,Fashion & Retail,66.0
1393,1368.0,Brett Blundy,2.2,63.0,Australia,"Retail, agribusiness",Fashion & Retail,63.0
1394,1368.0,Thomas James,2.2,80.0,United States,Finance,Finance & Investments,80.0
1395,1368.0,"Karl Scheufele, III. & family",2.2,84.0,Switzerland,Jewelry,Fashion & Retail,84.0
1396,1368.0,Radha Vembu,2.2,50.0,India,Business software,Technology,50.0
1397,1368.0,Aneel Bhusri,2.2,57.0,United States,Business software,Technology,57.0
1398,1368.0,Chulong Huang,2.2,64.0,Canada,Real estate,Real Estate,64.0
1399,1368.0,Chad Richison,2.2,52.0,United States,Payroll processing,Technology,52.0
1400,1368.0,Shamsheer Vayalil,2.2,46.0,India,Healthcare,Healthcare,46.0
1401,1368.0,Sezai Bacaksiz,2.2,73.0,Turkey,Diversified,Diversified,73.0
1402,1368.0,Lutz Mario Helmig & family,2.2,76.0,Germany,Hospitals,Healthcare,76.0
1403,1368.0,Jerry Reinsdorf,2.2,87.0,United States,Sports teams,Sports,87.0
1404,1368.0,Lottie Tham & family,2.2,73.0,Sweden,H&M,Fashion & Retail,73.0
1405,1368.0,Albert Avdolyan,2.2,52.0,Russia,"Oil, mining",Energy,52.0
1406,1368.0,Hans-Werner Hector,2.2,83.0,Germany,SAP,Technology,83.0
1407,1368.0,Adam Neumann,2.2,44.0,Israel,WeWork,Real Estate,44.0
1408,1368.0,Prathap Reddy,2.2,91.0,India,Healthcare,Healthcare,91.0
1409,1368.0,Tang Xiao'ou,2.2,55.0,Hong Kong,Software,Technology,55.0
1410,1368.0,Brian Armstrong,2.2,40.0,United States,Cryptocurrency,Finance & Investments,40.0
1411,1368.0,Shmuel Harlap,2.2,78.0,Israel,Automotive,Automotive,78.0
1412,1368.0,Charles Munger,2.2,99.0,United States,Berkshire Hathaway,Finance & Investments,99.0
1413,1368.0,Phillip T. (Terry) Ragon,2.2,73.0,United States,Health IT,Technology,73.0
1414,1368.0,Tang Jinkui & family,2.2,67.0,China,"Textiles, petrochemicals",Manufacturing,67.0
1415,1368.0,George Argyros & family,2.2,86.0,United States,"Real estate, investments",Real Estate,86.0
1416,1368.0,Hao Hong,2.2,67.0,United States,Pharmaceuticals,Healthcare,67.0
1417,1368.0,Howard Marks,2.2,76.0,United States,Private equity,Finance & Investments,76.0
1418,1368.0,Qi Xiangdong,2.2,52.0,China,Software,Technology,52.0
1419,1368.0,Katsumi Tada,2.2,77.0,Japan,Real estate,Real Estate,77.0
1420,1368.0,Zhao Fenggang,2.2,57.0,China,Batteries,Energy,57.0
1421,1368.0,Dong Wei,2.2,52.0,China,Pharmaceuticals,Healthcare,52.0
1422,1368.0,Solomon Lew,2.2,78.0,Australia,Retail,Fashion & Retail,78.0
1423,1368.0,William Stone,2.2,67.0,United States,Software,Technology,67.0
1424,1368.0,Xu Yingzhuo,2.2,55.0,China,Agribusiness,Food & Beverage,55.0
1425,1368.0,Dermot Desmond,2.2,72.0,Ireland,Finance,Finance & Investments,72.0
1426,1368.0,Chris Larsen,2.2,62.0,United States,Cryptocurrency,Finance & Investments,62.0
1427,1368.0,Jeffrey Soffer,2.2,55.0,United States,Real estate,Real Estate,55.0
1428,1368.0,Kai Wu,2.2,55.0,China,Batteries,Energy,55.0
1429,1368.0,Tom Ford,2.2,61.0,United States,Fashion,Fashion & Retail,61.0
1430,1368.0,Liang Xinjun,2.2,55.0,China,Conglomerate,Diversified,55.0
1431,1368.0,Henry Swieca,2.2,65.0,United States,Hedge funds,Finance & Investments,65.0
1432,1368.0,Yeung Kin-man,2.2,59.0,Hong Kong,Electronics,Manufacturing,59.0
1433,1434.0,Domenico Dolce,2.1,64.0,Italy,Luxury goods,Fashion & Retail,64.0
1434,1434.0,Bahaa Hariri,2.1,56.0,Lebanon,"Real estate, investments",Real Estate,56.0
1435,1434.0,Sergey Lomakin,2.1,49.0,Russia,Retail,Fashion & Retail,49.0
1436,1434.0,Raveendran Byju,2.1,41.0,India,Education technology,Technology,41.0
1437,1434.0,Wei Ing-Chou,2.1,69.0,Taiwan,"Food, beverages",Food & Beverage,69.0
1438,1434.0,Ralph Dommermuth,2.1,59.0,Germany,Internet service provider,Technology,59.0
1439,1434.0,Hortensia Herrero,2.1,72.0,Spain,Supermarkets,Fashion & Retail,72.0
1440,1434.0,Daniel Lubetzky,2.1,54.0,United States,Snack bars,Food & Beverage,54.0
1441,1434.0,P.P. Reddy,2.1,65.0,India,Infrastructure,Construction & Engineering,65.0
1442,1434.0,Wei Yin-Chun,2.1,66.0,Taiwan,"Food, beverages",Food & Beverage,66.0
1443,1434.0,Georgi Domuschiev,2.1,50.0,Bulgaria,"Animal health, investments",Diversified,50.0
1444,1434.0,Douglas Hsu,2.1,80.0,Taiwan,Diversified,Diversified,80.0
1445,1434.0,Melissa Ma,2.1,65.0,China,Internet search,Technology,65.0
1446,1434.0,Richard Saghian,2.1,41.0,United States,Fast fashion,Fashion & Retail,41.0
1447,1434.0,Wei Yin-Heng,2.1,64.0,Taiwan,"Food, beverages",Food & Beverage,64.0
1448,1434.0,Bruce Cheng,2.1,86.0,Taiwan,Electronics,Technology,86.0
1449,1434.0,Harsh Goenka,2.1,65.0,India,Diversified,Diversified,65.0
1450,1434.0,Christian Latouche & family,2.1,82.0,France,Accounting services,Finance & Investments,82.0
1451,1434.0,Zugen Ni,2.1,66.0,China,Appliances,Manufacturing,66.0
1452,1434.0,Torsten Toeller,2.1,56.0,Germany,Pet food,Fashion & Retail,56.0
1453,1434.0,Cao Ji,2.1,71.0,China,Manufacturing,Manufacturing,71.0
1454,1434.0,Dennis Gillings,2.1,78.0,United Kingdom,Clinical trials,Healthcare,78.0
1455,1434.0,Marc Lasry,2.1,62.0,United States,Hedge funds,Finance & Investments,62.0
1456,1434.0,Alexander Nesis,2.1,60.0,Russia,"Metals, banking, fertilizers",Finance & Investments,60.0
1457,1434.0,Alexander Svetakov,2.1,55.0,Russia,Real estate,Finance & Investments,55.0
1458,1434.0,Zhao Tao,2.1,57.0,Singapore,Pharmaceuticals,Healthcare,57.0
1459,1434.0,Anand Burman,2.1,70.0,India,Consumer goods,Food & Beverage,70.0
1460,1434.0,Kamal Ghaffarian,2.1,64.0,United States,"Space, energy",Energy,64.0
1461,1434.0,Lam Wai-ying,2.1,65.0,Hong Kong,Smartphone screens,Manufacturing,65.0
1462,1434.0,Eugene Murtagh,2.1,80.0,Ireland,Building materials,Manufacturing,80.0
1463,1434.0,Sun Mengquan & family,2.1,73.0,China,Edible oil,Food & Beverage,73.0
1464,1434.0,Zhang Ning & family,2.1,49.0,Canada,Chemicals,Manufacturing,49.0
1465,1434.0,William Boyd & family,2.1,91.0,United States,"Casinos, banking",Gambling & Casinos,91.0
1466,1434.0,Gordon Getty,2.1,89.0,United States,Getty Oil,Energy,89.0
1467,1434.0,Thomas Kwok,2.1,71.0,Hong Kong,Real estate,Real Estate,71.0
1468,1434.0,Mu Rongjun,2.1,43.0,China,E-commerce,Technology,43.0
1469,1434.0,Edward Stack,2.1,68.0,United States,Dick's Sporting Goods,Fashion & Retail,68.0
1470,1434.0,Yuan Fugen & family,2.1,72.0,China,Metal processing,Manufacturing,72.0
1471,1434.0,Olivier Bouygues,2.1,72.0,France,"Construction, media",Construction & Engineering,72.0
1472,1434.0,Xingjiang Gao,2.1,59.0,China,Steel,Manufacturing,59.0
1473,1434.0,Andrei Krivenko,2.1,47.0,Russia,Retail,Food & Beverage,47.0
1474,1434.0,Nirmal Minda,2.1,65.0,India,Auto parts,Automotive,65.0
1475,1434.0,Venu Srinivasan,2.1,70.0,India,Two-wheelers,Automotive,70.0
1476,1434.0,Yu Qibing & family,2.1,57.0,China,Glass,Manufacturing,57.0
1477,1434.0,Martin Bouygues,2.1,65.0,France,"Construction, media",Construction & Engineering,65.0
1478,1434.0,Stefano Gabbana,2.1,60.0,Italy,Luxury goods,Fashion & Retail,60.0
1479,1434.0,Artem Khachatryan,2.1,48.0,Russia,Retail,Fashion & Retail,48.0
1480,1434.0,Kiran Mazumdar-Shaw,2.1,70.0,India,Biopharmaceuticals,Healthcare,70.0
1481,1434.0,Timothy Springer,2.1,75.0,United States,Biotech,Healthcare,75.0
1482,1434.0,Michael Ying,2.1,73.0,Hong Kong,Retail,Fashion & Retail,73.0
1483,1434.0,Travis Boersma,2.1,52.0,United States,Coffee,Food & Beverage,52.0
1484,1434.0,Paul Foster,2.1,65.0,United States,Oil refining,Energy,65.0
1485,1434.0,Eugene Kaspersky,2.1,57.0,Russia,Software,Technology,57.0
1486,1434.0,Katarina Martinson,2.1,41.0,Sweden,Investments,Diversified,41.0
1487,1434.0,Shu Ping,2.1,53.0,Singapore,Restaurants,Food & Beverage,53.0
1488,1434.0,Xu Xudong & family,2.1,53.0,China,Auto parts,Automotive,53.0
1489,1434.0,Alex Beard,2.1,55.0,United Kingdom,"Mining, commodities",Metals & Mining,55.0
1490,1434.0,Bob Ell,2.1,78.0,Australia,Real estate,Real Estate,78.0
1491,1434.0,Jared Isaacman,2.1,40.0,United States,Payment processing,Technology,40.0
1492,1434.0,Rafique Malik,2.1,72.0,India,Footwear,Fashion & Retail,72.0
1493,1434.0,Thaksin Shinawatra,2.1,73.0,Thailand,Investments,Finance & Investments,73.0
1494,1434.0,Elaine Wynn,2.1,80.0,United States,"Casinos, hotels",Gambling & Casinos,80.0
1495,1434.0,Kiril Domuschiev,2.1,53.0,Bulgaria,"Animal health, investments",Diversified,53.0
1496,1434.0,Huang Min,2.1,49.0,China,Machinery,Manufacturing,49.0
1497,1434.0,Anand Mahindra,2.1,67.0,India,Diversified,Diversified,67.0
1498,1434.0,Shi Yifeng,2.1,49.0,China,Medical cosmetics,Healthcare,49.0
1499,1434.0,Wei Ying-Chiao,2.1,68.0,Taiwan,"Food, beverages",Food & Beverage,68.0
1500,1434.0,Daniel Chiu,2.1,62.0,Hong Kong,Oil & gas,Energy,62.0
1501,1434.0,Jane Goldman,2.1,67.0,United States,Real estate,Real Estate,67.0
1502,1434.0,Lin Chang Su-O,2.1,82.0,Taiwan,Real estate,Real Estate,82.0
1503,1434.0,Victor Pinchuk,2.1,62.0,Ukraine,"Steel pipes, diversified",Metals & Mining,62.0
1504,1434.0,Hamdi Ulukaya,2.1,50.0,Turkey,Greek yogurt,Food & Beverage,50.0
1505,1434.0,Chi Yufeng,2.1,52.0,China,Software,Technology,52.0
1506,1434.0,Sanjiv Goenka,2.1,62.0,India,Diversified,Diversified,62.0
1507,1434.0,Theodore Leonsis,2.1,67.0,United States,Sports teams,Sports,67.0
1508,1434.0,Florentino Perez,2.1,76.0,Spain,Construction,Construction & Engineering,76.0
1509,1434.0,Barbara Tyson,2.1,74.0,United States,Food processing,Food & Beverage,74.0
1510,1434.0,Beda Diethelm,2.1,82.0,Switzerland,Hearing aids,Healthcare,82.0
1511,1434.0,Stein Erik Hagen,2.1,66.0,Norway,Consumer goods,Fashion & Retail,66.0
1512,1434.0,Liu Chengyu & family,2.1,60.0,China,Power supply equipment,Manufacturing,60.0
1513,1434.0,Leonid Radvinsky,2.1,40.0,United States,E-commerce,Technology,40.0
1514,1434.0,Wang Linpeng,2.1,54.0,China,Furniture retailing,Construction & Engineering,54.0
1515,1516.0,Pavel Baudis,2.0,62.0,Czech Republic,Software,Technology,62.0
1516,1516.0,Michael Jordan,2.0,60.0,United States,"Charlotte Hornets, endorsements",Sports,60.0
1517,1516.0,Oei Hong Leong,2.0,75.0,Singapore,Investments,Finance & Investments,75.0
1518,1516.0,Ion Tiriac,2.0,83.0,Romania,"Banking, insurance",Finance & Investments,83.0
1519,1516.0,Wilhelm Beier & family,2.0,66.0,Germany,Pharmaceuticals,Healthcare,66.0
1520,1516.0,Diane Kemper,2.0,77.0,United States,Real estate,Real Estate,77.0
1521,1516.0,Clive Palmer,2.0,69.0,Australia,Mining,Metals & Mining,69.0
1522,1516.0,Hope Welker,2.0,37.0,Australia,Mining,Metals & Mining,37.0
1523,1516.0,Cao Jianwei,2.0,44.0,China,Semiconductors,Manufacturing,44.0
1524,1516.0,Shlomo Kramer,2.0,57.0,Israel,"Software, investments",Technology,57.0
1525,1516.0,Matthew Prince,2.0,48.0,United States,Cybersecurity,Technology,48.0
1526,1516.0,William Young,2.0,82.0,United States,Plastics,Manufacturing,82.0
1527,1516.0,Anu Aga,2.0,80.0,India,Engineering,Construction & Engineering,80.0
1528,1516.0,Hu Yangzhong,2.0,58.0,China,Technology,Technology,58.0
1529,1516.0,Alexander Mamut,2.0,63.0,Russia,Investments,Finance & Investments,63.0
1530,1516.0,Sylvia Stroeher,2.0,67.0,Germany,Cosmetics,Fashion & Retail,67.0
1531,1516.0,John Hancock,2.0,47.0,Australia,Mining,Metals & Mining,47.0
1532,1516.0,Bill Malhotra,2.0,73.0,Canada,Real estate,Real Estate,73.0
1533,1516.0,Michal Strnad,2.0,30.0,Czech Republic,Defense Contracting,Manufacturing,30.0
1534,1516.0,Amy Goldman Fowler,2.0,68.0,United States,Real estate,Real Estate,68.0
1535,1516.0,Aloke Lohia,2.0,64.0,India,Petrochemicals,Manufacturing,64.0
1536,1516.0,Zygmunt Solorz-Zak,2.0,66.0,Poland,TV broadcasting,Media & Entertainment,66.0
1537,1516.0,Zhu Yiwen & family,2.0,59.0,China,Healthcare,Healthcare,59.0
1538,1516.0,Mario Germano Giuliani,2.0,51.0,Switzerland,Pharmaceuticals,Healthcare,51.0
1539,1516.0,Lin Fanlian,2.0,61.0,China,"Energy, real estate",Energy,61.0
1540,1516.0,Bhadresh Shah,2.0,71.0,India,Engineering,Manufacturing,71.0
1541,1516.0,Zhou Jian,2.0,46.0,China,Solar energy equipment,Energy,46.0
1542,1516.0,William Franke,2.0,85.0,United States,Low-cost airlines,Diversified,85.0
1543,1516.0,Liang Zhaoxian,2.0,58.0,China,Appliances,Manufacturing,58.0
1544,1516.0,T. Denny Sanford,2.0,87.0,United States,"Banking, credit cards",Finance & Investments,87.0
1545,1516.0,Hongfei Zhao,2.0,48.0,China,Software,Technology,48.0
1546,1516.0,Maria Franca Fissolo,2.0,88.0,Italy,"Nutella, chocolates",Food & Beverage,88.0
1547,1516.0,Liang Rubo,2.0,40.0,China,TikTok,Technology,40.0
1548,1516.0,Ginia Rinehart,2.0,36.0,Australia,Mining,Metals & Mining,36.0
1549,1516.0,Zhang Wanzhen,2.0,73.0,China,Electronics components,Manufacturing,73.0
1550,1516.0,Dou Zhenggang,2.0,69.0,China,"Energy, chemicals",Diversified,69.0
1551,1516.0,Li Min,2.0,57.0,China,Semiconductor,Technology,57.0
1552,1516.0,Bianca Rinehart,2.0,46.0,Australia,Mining,Metals & Mining,46.0
1553,1516.0,Shilong Zhang & family,2.0,57.0,China,Semiconductor,Technology,57.0
1554,1516.0,Phongthep Chiaravanont,2.0,71.0,Thailand,Diversified,Diversified,71.0
1555,1516.0,Martin Lau,2.0,50.0,Hong Kong,E-commerce,Technology,50.0
1556,1516.0,P.V. Krishna Reddy,2.0,53.0,India,Infrastructure,Construction & Engineering,53.0
1557,1516.0,Zhang Fan,2.0,57.0,China,Touch screens,Technology,57.0
1558,1516.0,Huwen Chen,2.0,52.0,China,Stationery,Manufacturing,52.0
1559,1516.0,Heikki Kyostila,2.0,77.0,Finland,Dental products,Healthcare,77.0
1560,1516.0,Linda Pritzker,2.0,69.0,United States,"Hotels, investments",Service,69.0
1561,1516.0,Ales Zavoral,2.0,46.0,Czech Republic,E-commerce,Fashion & Retail,46.0
1562,1516.0,Andrey Andreev,2.0,49.0,United Kingdom,Online dating,Technology,49.0
1563,1516.0,Huang Qiaoling,2.0,64.0,China,Amusement parks,Media & Entertainment,64.0
1564,1516.0,Cunhui Nan,2.0,59.0,China,Power equipment,Manufacturing,59.0
1565,1516.0,Larry Tanenbaum,2.0,77.0,Canada,Sports,Sports,77.0
1566,1516.0,Mohamed Al Fayed,2.0,94.0,Egypt,"Retail, investments",Fashion & Retail,94.0
1567,1516.0,Huang Dawen,2.0,62.0,Hong Kong,Silicon,Manufacturing,62.0
1568,1516.0,Craig McCaw,2.0,73.0,United States,Telecom,Telecom,73.0
1569,1516.0,Otto Toto Sugiri,2.0,69.0,Indonesia,Data centers,Technology,69.0
1570,1516.0,Michael Ashcroft,2.0,77.0,United Kingdom,Security,Finance & Investments,77.0
1571,1516.0,Rajiv Jain,2.0,55.0,United States,Finance,Finance & Investments,55.0
1572,1516.0,Tengyun Nie & family,2.0,47.0,China,Logistics,Service,47.0
1573,1516.0,Wichai Thongtang,2.0,76.0,Thailand,Investments,Finance & Investments,76.0
1574,1575.0,Nicola Bulgari,1.9,82.0,Italy,Luxury goods,Fashion & Retail,82.0
1575,1575.0,Bulent Eczacibasi,1.9,73.0,Turkey,"Pharmaceuticals, diversified",Diversified,73.0
1576,1575.0,Caroline Hagen Kjos,1.9,39.0,Norway,Conglomerate,Diversified,39.0
1577,1575.0,Shi Wen-long,1.9,95.0,Taiwan,Plastics,Manufacturing,95.0
1578,1575.0,Zhang Hongwei,1.9,68.0,China,"Oil, banking",Diversified,68.0
1579,1575.0,"Howard Butt, III. & family",1.9,71.0,United States,Supermarkets,Fashion & Retail,71.0
1580,1575.0,Faruk Eczacibasi,1.9,68.0,Turkey,"Pharmaceuticals, diversified",Diversified,68.0
1581,1575.0,Roberto Hernandez Ramirez,1.9,81.0,Mexico,"Banking, investments",Finance & Investments,81.0
1582,1575.0,Strive Masiyiwa,1.9,62.0,Zimbabwe,Telecom,Telecom,62.0
1583,1575.0,Peter Sondakh,1.9,73.0,Indonesia,Investments,Finance & Investments,73.0
1584,1575.0,Anita Zucker,1.9,71.0,United States,Chemicals,Manufacturing,71.0
1585,1575.0,Stephen Butt & family,1.9,67.0,United States,Supermarkets,Fashion & Retail,67.0
1586,1575.0,Eduardo Eurnekian,1.9,90.0,Argentina,"Airports, investments",Diversified,90.0
1587,1575.0,Reid Hoffman,1.9,55.0,United States,LinkedIn,Technology,55.0
1588,1575.0,Robert Miller,1.9,89.0,United Kingdom,Retail,Fashion & Retail,89.0
1589,1575.0,Lucy Stitzer,1.9,63.0,United States,Cargill,Food & Beverage,63.0
1590,1575.0,Mika Anttonen,1.9,56.0,Finland,Oil & gas,Energy,56.0
1591,1575.0,Mark Davis,1.9,67.0,United States,Las Vegas Raiders,Sports,67.0
1592,1575.0,James Leprino,1.9,85.0,United States,Cheese,Food & Beverage,85.0
1593,1575.0,Dwight Schar,1.9,81.0,United States,"Homebuilding, NFL team",Construction & Engineering,81.0
1594,1575.0,Charlotte Colket Weber,1.9,80.0,United States,Campbell Soup,Food & Beverage,80.0
1595,1575.0,Roberto Angelini Rossi,1.9,74.0,Chile,"Forestry, mining",Diversified,74.0
1596,1575.0,Sol Daurella,1.9,57.0,Spain,Coca-Cola bottler,Food & Beverage,57.0
1597,1575.0,Somsri Lamsam,1.9,65.0,Thailand,Diversified,Diversified,65.0
1598,1575.0,Larry Robbins,1.9,53.0,United States,Hedge funds,Finance & Investments,53.0
1599,1575.0,Wang Ren-sheng,1.9,91.0,Taiwan,Retail,Fashion & Retail,91.0
1600,1575.0,Alexandra Daitch,1.9,60.0,United States,Cargill,Food & Beverage,60.0
1601,1575.0,Edward Lampert,1.9,60.0,United States,Sears,Finance & Investments,60.0
1602,1575.0,Ren Jianhua,1.9,66.0,China,Kitchen appliances,Manufacturing,66.0
1603,1575.0,Wang Chaobin,1.9,67.0,China,Real estate,Real Estate,67.0
1604,1575.0,Prathip Chiravanond,1.9,74.0,Thailand,Diversified,Diversified,74.0
1605,1575.0,Dominika Kulczyk,1.9,45.0,Poland,Diversified,Finance & Investments,45.0
1606,1575.0,G. Rajendran,1.9,80.0,India,Jewellery,Fashion & Retail,80.0
1607,1575.0,Jitendra Virwani,1.9,57.0,India,Real estate,Real Estate,57.0
1608,1575.0,Manas Chiaravanond,1.9,65.0,Thailand,Diversified,Diversified,65.0
1609,1575.0,Richard Kayne,1.9,77.0,United States,Investments,Finance & Investments,77.0
1610,1575.0,Jennifer Pritzker,1.9,72.0,United States,"Hotels, investments",Finance & Investments,72.0
1611,1575.0,Vardis Vardinoyannis & family,1.9,90.0,Greece,Oil and gas,Energy,90.0
1612,1575.0,Chen Zhisong,1.9,57.0,China,Communication equipment,Technology,57.0
1613,1575.0,Scott Kapnick,1.9,64.0,United States,Private equity,Finance & Investments,64.0
1614,1575.0,Narendrakumar Parekh,1.9,84.0,India,Adhesives,Manufacturing,84.0
1615,1575.0,Masateru Uno & family,1.9,76.0,Japan,Drugstores,Fashion & Retail,76.0
1616,1575.0,Chen Qiongxiang,1.9,65.0,China,Batteries,Energy,65.0
